# Generated by tools/re/autoname.py from the engine's dispatch tables and the Twinsanity
# Editor's ConditionID / CommandID enums. Do not edit: regenerate instead.
# address	kind	name	detail
00103644	F	BuildCommand_ClearUserMessage	command 66
00103660	F	BuildCommand_BroadcastUserMessage	command 55
001037fc	F	BuildCommand_RequestMessagersFocus2	command 99
00103828	F	BuildCommand_RequestMessagersFocus3	command 100
00103858	F	BuildCommand_RequestMessSourceAsFocus2	command 101
00103884	F	BuildCommand_RequestMessSourceAsFocus3	command 102
001038f4	F	BuildCommand_NextRouteNode	command 36
0010392c	F	BuildCommand_DiscardRoute	command 39
0010399c	F	BuildCommand_SetCollisions	command 44
00103a60	F	BuildCommand_SetLogicalRadius	command 40
00103aa0	F	BuildCommand_ClearCollisions	command 53
00103abc	F	BuildCommand_ContinueColliderMotion	command 70
00103b80	F	BuildCommand_RevertColliderMotion	command 71
00103b9c	F	BuildCommand_ColliderLaunchNow	command 72
00103c74	F	BuildCommand_ApplyImpulse	command 76
00103e0c	F	BuildCommand_BecomeSticky	command 577
00103e48	F	BuildCommand_BecomeNormal	command 581
00103eb8	F	BuildCommand_ClearContactResponse	command 84
00103f64	F	BuildCommand_SetSurface	command 167
001041a8	F	BuildCommand_AttachSpring	command 80
00104238	F	BuildCommand_DetachAllSprings	command 81
00104254	F	BuildCommand_DropAttachedObject	command 48
00104314	F	BuildCommand_ThrowAttachedObject	command 49
00104428	F	BuildCommand_RequestDetach	command 77
00104444	F	BuildCommand_DestroySpawnedAttachment	command 75
00104484	F	BuildCommand_ForceVolumeController	command 165
0010450c	F	BuildCommand_SetCounter	command 68
0010457c	F	BuildCommand_ModifyCounter	command 69
00104668	F	BuildCommand_PositionJoint	command 24
00104694	F	BuildCommand_SubtypeOf146_2	command 155
00104920	F	BuildCommand_NowRotateJoint	command 23
00104950	F	BuildCommand_AttachFocusObject2	command 94
00104ad4	F	BuildCommand_SetFocusToKey2	command 103
00104b38	F	BuildCommand_SetFocusToAgent4	command 104
00104b84	F	BuildCommand_RequestMessagersFocus4	command 106
00104bb4	F	BuildCommand_SetFocusPosition2	command 108
00104ce4	F	BuildCommand_AddNoiseToFocusPos2	command 109
00104d5c	F	BuildCommand_SubtypeOf146_1	command 154
00104dd4	F	BuildCommand_CreateCrateContents	command 512
00104f1c	F	BuildCommand_DamageOriginator	command 563
00104fac	F	BuildCommand_SetAgent	command 515
00104fc8	F	BuildCommand_ResetGame	command 517
00104fe4	F	BuildCommand_PlayCredits	command 654
00105000	F	BuildCommand_ForceGameOver	command 618
0010501c	F	BuildCommand_SetPlayerMode	command 633
001050c4	F	BuildCommand_DemoHubMusicFlagOn	command 624
001050e0	F	BuildCommand_FadeoutScreen	command 602
00105140	F	BuildCommand_BottomTextDisplay	command 603
00105188	F	BuildCommand_BottomTextClear	command 608
001051a4	F	BuildCommand_DisplayBottomTextInstance	command 657
001051e0	F	BuildCommand_CutsceneStart	command 589
00105204	F	BuildCommand_CutsceneEnd	command 590
00105228	F	BuildCommand_BottomTextShow	command 619
0010524c	F	BuildCommand_BottomTextHide	command 620
001052ec	F	BuildCommand_SetCrate	command 518
0010531c	F	BuildCommand_TriggerBalancedCrateFalling	command 519
00105370	F	BuildCommand_ControllerRumble	command 214
00105400	F	BuildCommand_SubtypeOf641_1	command 642
00105448	F	BuildCommand_SubtypeOf641_2	command 643
00105490	F	BuildCommand_SubtypeOf641_3	command 644
001054d8	F	BuildCommand_SubtypeOf641_4	command 653
00105554	F	BuildCommand_CharacterSoundProxy	command 622
00105594	F	BuildCommand_LinkToFocusCharacter	command 561
001055b0	F	BuildCommand_UnlinkCharacters	command 562
0010561c	F	BuildCommand_SetPlayerInput	command 521
0010566c	F	BuildCommand_TriggerAllNitroCrates	command 522
00105688	F	BuildCommand_ApplyVelocity	command 523
00105770	F	BuildCommand_ApplyVelocityToSelf	command 526
00105820	F	BuildCommand_NowGoBackCollidable	command 533
00105858	F	BuildCommand_SetChiChiGrass	command 527
00105920	F	BuildCommand_DismissCharacter	command 605
001059a0	F	BuildCommand_DisablePlayerControl	command 613
001059f8	F	BuildCommand_SwitchCharacter	command 625
00105a48	F	BuildCommand_PlayerVehicleBounce	command 631
00105a80	F	BuildCommand_SetKeyNearestPlayer	command 524
00105ab4	F	BuildCommand_RaycastFocusPosition	command 525
00105acc	F	BuildCommand_SetFocusToPlayer	command 556
00105b64	F	BuildCommand_RequestFocus	command 557
00105bb0	F	BuildCommand_RequestFocus2	command 564
00105be8	F	BuildCommand_RequestFocus3	command 565
00105d2c	F	BuildCommand_ReduceHitPoints	command 528
00105d44	F	BuildCommand_SetHitPoints	command 529
00105da0	F	BuildCommand_DUMMY_SetRayTests	command 530
00105db8	F	BuildCommand_DUMMY_NowGoForwardCollidable	command 532
00105df0	F	BuildCommand_DUMMY_536	command 536
00105e24	F	BuildCommand_DUMMY_FuelPayGate	command 550
00105e40	F	BuildCommand_SetCamera	command 559
00105ea8	F	BuildCommand_RestoreCameraDefaults	command 560
00105f40	F	BuildCommand_PlayerFaceTowardsCamera	command 588
00106044	F	BuildCommand_CameraSaveParams	command 592
0010607c	F	BuildCommand_CameraLoadParams	command 593
001060c0	F	BuildCommand_ToggleCutsceneCamera	command 594
0010617c	F	BuildCommand_CameraFocusObject	command 606
00106198	F	BuildCommand_CameraStopFocusObject	command 607
001061b4	F	BuildCommand_DUMMY_609	command 609
001061d0	F	BuildCommand_DUMMY_610	command 610
001062cc	F	BuildCommand_CameraTopdownMode	command 652
001062e8	F	BuildCommand_ResetCamera	command 662
00106304	F	BuildCommand_OpenAllLinkedFurniture	command 551
00106320	F	BuildCommand_CloseAllLinkedFurniture	command 552
0010633c	F	BuildCommand_AttachAllLinkedAgents	command 553
00106374	F	BuildCommand_DetachAllLinkedAgents	command 554
00106390	F	BuildCommand_AddCrystal	command 535
001063ac	F	BuildCommand_AddGem	command 537
001063d0	F	BuildCommand_CA_PickUpHealth	command 520
001063ec	F	BuildCommand_DUMMY_538	command 538
00106408	F	BuildCommand_CA_PickUpWumpa	command 513
0010643c	F	BuildCommand_CA_SetPickup	command 539
00106454	F	BuildCommand_CA_SetProjectile	command 540
001064dc	F	BuildCommand_Shoot	command 548
001065d0	F	BuildCommand_GetShortRoute	command 549
00106650	F	BuildCommand_SetPlayerRespawnPosition	command 516
0010670c	F	BuildCommand_ExitVehicleMode	command 569
00106728	F	BuildCommand_SetVehicleRollerbrawl	command 570
0010675c	F	BuildCommand_SetVehicleHumiliskate	command 555
00106798	F	BuildCommand_SetVehicleHoverboard	command 571
001067dc	F	BuildCommand_SetVehicleWrestleCreature	command 601
0010683c	F	BuildCommand_DUMMY_584	command 584
00106858	F	BuildCommand_DUMMY_586	command 586
00106888	F	BuildCommand_BossModeEnable	command 638
001068dc	F	BuildCommand_BossModeDamage	command 639
001068f8	F	BuildCommand_BossModeExit	command 640
00106914	F	BuildCommand_WhackawormStart	command 596
0010696c	F	BuildCommand_WhackawormProgress	command 597
00106988	F	BuildCommand_WhackawormEnd	command 598
00106bac	F	BuildCommand_PlayMovie	command 634
00106bf4	F	BuildCommand_AddAmmo	command 636
00106c7c	F	BuildCondition_Next	condition 0
00106ca4	F	BuildCondition_Else	condition 2
00106cc0	F	BuildCondition_Random	condition 3
00106cdc	F	BuildCondition_IsBusy	condition 65
00106d30	F	BuildCondition_FocusIsBusy	condition 66
00106da0	F	BuildCondition_TimeInUnit	condition 5
00106dbc	F	BuildCondition_IsInExternalScript	condition 6
00106e10	F	BuildCondition_ActorSubtypeEquals	condition 47
00106e64	F	BuildCondition_SoftFlagSet	condition 67
00106e80	F	BuildCondition_GotRoute	condition 13
00106ed4	F	BuildCondition_GotKeys	condition 14
00106ef0	F	BuildCondition_GotAnyFocus	condition 45
00106f0c	F	BuildCondition_GotFocusObject	condition 56
00106f28	F	BuildCondition_GotFocusPosition	condition 57
00106f44	F	BuildCondition_FocusActorEquals	condition 46
00106f7c	F	BuildCondition_FocusHasAttachment	condition 63
00106fb4	F	BuildCondition_AnimationFinished	condition 7
00106fd0	F	BuildCondition_GetAnimationTimeRemaining	condition 58
00106fec	F	BuildCondition_IsPathComplete	condition 8
00107008	F	BuildCondition_CurrentKey	condition 11
00107040	F	BuildCondition_CurrentKeyEquals	condition 52
00107078	F	BuildCondition_XCycle	condition 74
00107094	F	BuildCondition_YCycle	condition 75
001070b0	F	BuildCondition_ZCycle	condition 76
001071c8	F	BuildCondition_MeToFocusSqrDist	condition 10
001071e4	F	BuildCondition_DistanceToTarget_Duplicate	condition 123
00107200	F	BuildCondition_MeToInitPosSqrDist	condition 9
0010721c	F	BuildCondition_MeToCurrentKeySqrDist	condition 68
00107238	F	BuildCondition_MeToKeySqrDist	condition 69
00107270	F	BuildCondition_SpeedTowardsNextKey	condition 70
0010728c	F	BuildCondition_SpeedTowardsKey	condition 71
001072a8	F	BuildCondition_BoxAboveIsOverlapped	condition 72
001072c4	F	BuildCondition_IsCollidable	condition 1
001072e0	F	BuildCondition_IsVisible	condition 4
001072fc	F	BuildCondition_IsLoadZoneStateSet	condition 12
00107318	F	BuildCondition_GotUserMessageEquals	condition 51
00107334	F	BuildCondition_GotAnyUserMessage	condition 50
0010736c	F	BuildCondition_InsideEdgeStartNode	condition 20
00107388	F	BuildCondition_InsideEdgeEndNode	condition 21
00107468	F	BuildCondition_MeFacingFocus	condition 22
001074bc	F	BuildCondition_HeadLookingAtFocus	condition 40
00107510	F	BuildCondition_SubtypeOfPercept128_1	condition 129
00107540	F	BuildCondition_SubtypeOfPercept128_2	condition 130
00107578	F	BuildCondition_SubtypeOfPercept128_3	condition 131
001075b0	F	BuildCondition_FocusFacingMe	condition 23
001075cc	F	BuildCondition_FocusHeadLookingAtMe	condition 43
001075e8	F	BuildCondition_ClearLineOfSightToFocus	condition 24
00107604	F	BuildCondition_CanSeeFocus	condition 26
00107620	F	BuildCondition_HeadCanSeeFocus	condition 41
0010763c	F	BuildCondition_FocusAgentCanSeeMe	condition 25
00107658	F	BuildCondition_FocusHeadCanSeeMe	condition 44
00107674	F	BuildCondition_HeightAboveFocus	condition 29
0010771c	F	BuildCondition_MeFacingRouteNode	condition 27
00107738	F	BuildCondition_HeadLookingAtRouteNode	condition 42
00107754	F	BuildCondition_ClearLineOfSightToRouteNode	condition 28
00107770	F	BuildCondition_MeFacingCamera	condition 35
0010778c	F	BuildCondition_CameraFacingMe	condition 36
001077a8	F	BuildCondition_InCameraFrustrum	condition 37
001077c4	F	BuildCondition_ClearLineOfSightToCamera	condition 38
001077e0	F	BuildCondition_CameraCanSeeMe	condition 39
00107850	F	BuildCondition_AttachedToAnAgent	condition 48
0010786c	F	BuildCondition_GotAttachedObject	condition 49
00107888	F	BuildCondition_GotLinkedObject	condition 73
001078dc	F	BuildCondition_GotAttachmentOnExit	condition 55
001078f8	F	BuildCondition_LostAllAttachments	condition 64
00107930	F	BuildCondition_TouchingTerrain	condition 53
0010794c	F	BuildCondition_TouchingAnyAgent	condition 54
001079d8	F	BuildCondition_IsResting	condition 61
001079f4	F	BuildCondition_SqrMoveSpeed	condition 62
00107ad4	F	BuildCondition_CounterValue	condition 59
00107af0	F	BuildCondition_CounterValueEqualsThreshold	condition 60
00107c44	F	BuildCondition_DistanceToTarget	condition 88
00107ec8	F	BuildCondition_PlayerHitPoints	condition 512
00107ee4	F	BuildCondition_CanJumpForwards	condition 529
00107f00	F	BuildCondition_WillHitLowWall	condition 531
00107f1c	F	BuildCondition_PlayerIsCrouching	condition 514
00107f38	F	BuildCondition_MeToPlayerSqrDist	condition 517
00107f54	F	BuildCondition_PlayerToMyFocusSqrDist	condition 538
00107f8c	F	BuildCondition_PlayerIsMoving	condition 557
00107fa8	F	BuildCondition_PlayerIsWalking	condition 558
00107fc4	F	BuildCondition_PlayerIsRunning	condition 559
00107fe0	F	BuildCondition_PlayerIsCrawling	condition 560
00107ffc	F	BuildCondition_PlayerIsFalling	condition 561
00108018	F	BuildCondition_PlayerIsCoOpLinked	condition 562
00108088	F	BuildCondition_PlayerHoldingMultiTool	condition 563
001080a4	F	BuildCondition_PlayerIsSlamming	condition 564
001080c0	F	BuildCondition_PlayerIsSpinning	condition 565
001080dc	F	BuildCondition_PlayerIsJumping	condition 566
001080f8	F	BuildCondition_HeadCanSeePlayerUnblocked	condition 567
00108114	F	BuildCondition_PlayerIsGrounded	condition 515
0010822c	F	BuildCondition_DemoHubMusicFlag	condition 629
00108248	F	BuildCondition_AgentIsOnGround	condition 518
00108280	F	BuildCondition_CrateHasRedWumpa	condition 519
0010829c	F	BuildCondition_AgentHitPoints	condition 524
001082b8	F	BuildCondition_WumpaNeededForPayGate	condition 539
001082d4	F	BuildCondition_CanMoveForwards	condition 525
001082f0	F	BuildCondition_CanMoveBackwards	condition 526
0010830c	F	BuildCondition_CanStrafeLeft	condition 527
00108328	F	BuildCondition_CanStrafeRight	condition 528
00108344	F	BuildCondition_CanFall	condition 530
00108360	F	BuildCondition_AgentWasTouched	condition 520
0010837c	F	BuildCondition_AgentWasWalkedInto	condition 536
00108398	F	BuildCondition_AgentWasJumpedOn	condition 535
001083b4	F	BuildCondition_AgentWasHeadbutted	condition 537
001083d0	F	BuildCondition_AgentWasAttacked	condition 534
001083ec	F	BuildCondition_AgentWasSpun	condition 521
00108408	F	BuildCondition_AgentWasSlid	condition 523
00108424	F	BuildCondition_WillHitWall	condition 532
00108440	F	BuildCondition_WillRunOffCliff	condition 533
0010845c	F	BuildCondition_AgentWasKneeDropped	condition 522
001085c8	F	BuildCondition_NodeIsAirborne	condition 546
0010876c	F	BuildCondition_EdgeNeedsFlying	condition 548
00108788	F	BuildCondition_EdgeNeedsJump	condition 547
001087a4	F	BuildCondition_EdgeNeedsLongJump	condition 550
001087c0	F	BuildCondition_EdgeNeedsHighJump	condition 551
001087f8	F	BuildCondition_MeFacingPlayer	condition 540
00108814	F	BuildCondition_PlayerFacingMe	condition 541
0010884c	F	BuildCondition_ClearLineOfSightToPlayer	condition 542
00108868	F	BuildCondition_CanSeePlayer	condition 543
00108884	F	BuildCondition_PlayerCanSeeMe	condition 544
001088bc	F	BuildCondition_HeightAbovePlayer	condition 552
001088d8	F	BuildCondition_HeadLookingAtPlayer	condition 553
001088f4	F	BuildCondition_HeadCanSeePlayer	condition 554
00108910	F	BuildCondition_AmIHarmful	condition 568
0010892c	F	BuildCondition_PlayerHeadLookingAtMe	condition 555
00108948	F	BuildCondition_PlayerHeadCanSeeMe	condition 556
00108ad0	F	BuildCondition_NodeTraffic	condition 545
0010cad8	F	Command_SetChiChiGrass_Read	command 527 methods +0x14
0010cc78	F	Command_BecomeSticky_Read	command 577 methods +0x14
0010cdd0	F	Command_BecomeNormal_Read	command 581 methods +0x14
0010d648	F	Command_CreateCrateContents_Read	command 512 methods +0x14
0010def8	F	Command_CharacterSoundProxy_Read	command 622 methods +0x14
0010dfb8	F	Command_CharacterSoundProxy_Run	command 622 methods +0x1c
0010f140	F	Command_SetCamera_Run	command 559 methods +0x1c
0010f248	F	Command_CameraFocusObject_Run	command 606 methods +0x1c
0010f368	F	Command_CameraStopFocusObject_Run	command 607 methods +0x1c
0010fb88	F	Command_PlayerFaceTowardsCamera_Run	command 588 methods +0x1c
00111fd0	F	Command_CameraTopdownMode_Run	command 652 methods +0x1c
00112190	F	Command_SetPlayerMode_Read	command 633 methods +0x14
00112270	F	Command_FadeoutScreen_Read	command 602 methods +0x14
00112440	F	Command_FadeoutScreen_Run	command 602 methods +0x1c
00112548	F	Command_BottomTextDisplay_Read	command 603 methods +0x14
00112778	F	Command_DisplayBottomTextInstance_Read	command 657 methods +0x14
00112990	F	Command_DisplayBottomTextInstance_Run	command 657 methods +0x1c
00112a80	F	Command_PlayMovie_Read	command 634 methods +0x14
0011a298	F	Command_SetPlayerInput_Read	command 521 methods +0x14
0011a628	F	Command_SetPlayerInput_Run	command 521 methods +0x1c
0011aad8	F	Command_SetPlayerRespawnPosition_Run	command 516 methods +0x1c
0011acb8	F	Command_LinkToFocusCharacter_Run	command 561 methods +0x1c
0011b558	F	Command_SwitchCharacter_Read	command 625 methods +0x14
0011b670	F	Command_SwitchCharacter_Run	command 625 methods +0x1c
0011b7a0	F	Command_PlayerVehicleBounce_Run	command 631 methods +0x1c
0011b880	F	Command_SetAgent_Read	command 515 methods +0x14
0011bb80	F	Command_SetAgent_Run	command 515 methods +0x1c
0011c628	F	Command_AddCrystal_Run	command 535 methods +0x1c
0011c688	F	Command_AddGem_Run	command 537 methods +0x1c
0011c6e0	F	Command_CA_PickUpHealth_Run	command 520 methods +0x1c
0011c740	F	Command_DUMMY_538_Run	command 538 methods +0x1c
0011c7a0	F	Command_CA_PickUpWumpa_Run	command 513 methods +0x1c
0011cb40	F	Command_DisablePlayerControl_Read	command 613 methods +0x14
0011d290	F	Command_BottomTextClear_Read	command 608 methods +0x14
0011e1e0	F	Condition_Next_Read	condition 0 methods +0xc
0011e210	F	Condition_Next_Check	condition 0 methods +0x14
0011e220	F	Condition_GotFocusPosition_Read	condition 57 methods +0xc
0011e250	F	Condition_GotFocusPosition_Check	condition 57 methods +0x14
0011e270	F	Condition_GotFocusObject_Read	condition 56 methods +0xc
0011e2a0	F	Condition_GotFocusObject_Check	condition 56 methods +0x14
0011f150	F	Command_NowGoBackCollidable_Read	command 533 methods +0x14
0011f1e0	F	Command_NowGoBackCollidable_Run	command 533 methods +0x1c
0011f2b8	F	Command_SetChiChiGrass_Run	command 527 methods +0x1c
0011f3b0	F	Command_BecomeSticky_Run	command 577 methods +0x1c
0011f468	F	Command_BecomeNormal_Run	command 581 methods +0x1c
0011f5e8	F	Command_CreateCrateContents_Run	command 512 methods +0x1c
0011fac8	F	Command_DamageOriginator_Read	command 563 methods +0x14
0011fc48	F	Command_DUMMY_584_Run	command 584 methods +0x1c
0011fc50	F	Command_SetCamera_Read	command 559 methods +0x14
0011fd20	F	Command_CameraFocusObject_Read	command 606 methods +0x14
0011fd28	F	Command_CameraStopFocusObject_Read	command 607 methods +0x14
0011fd30	F	Command_RestoreCameraDefaults_Run	command 560 methods +0x1c
0011ff60	F	Command_ResetCamera_Run	command 662 methods +0x1c
0011ffc8	F	Command_DUMMY_609_Run	command 609 methods +0x1c
0011ffd0	F	Command_DUMMY_610_Run	command 610 methods +0x1c
001201d0	F	Command_ResetGame_Run	command 517 methods +0x1c
001201f8	F	Command_SetPlayerMode_Run	command 633 methods +0x1c
001205c8	F	Command_CutsceneStart_Read	command 589 methods +0x14
00120658	F	Command_CutsceneStart_Run	command 589 methods +0x1c
00120698	F	Command_CutsceneEnd_Read	command 590 methods +0x14
00120728	F	Command_CutsceneEnd_Run	command 590 methods +0x1c
00120768	F	Command_BossModeEnable_Read	command 638 methods +0x14
00120840	F	Command_BossModeEnable_Run	command 638 methods +0x1c
00120918	F	Command_BossModeDamage_Read	command 639 methods +0x14
001209a8	F	Command_BossModeDamage_Run	command 639 methods +0x1c
001209d0	F	Command_BossModeExit_Run	command 640 methods +0x1c
001209f8	F	Command_WhackawormStart_Read	command 596 methods +0x14
00120ad0	F	Command_WhackawormStart_Run	command 596 methods +0x1c
00120bc8	F	Command_WhackawormProgress_Read	command 597 methods +0x14
00120c58	F	Command_WhackawormProgress_Run	command 597 methods +0x1c
00120c80	F	Command_WhackawormEnd_Run	command 598 methods +0x1c
00120ca8	F	Command_PlayCredits_Run	command 654 methods +0x1c
00120cd0	F	Command_ForceGameOver_Run	command 618 methods +0x1c
00120cf8	F	Command_BottomTextShow_Read	command 619 methods +0x14
00120d88	F	Command_BottomTextShow_Run	command 619 methods +0x1c
00120dc0	F	Command_BottomTextHide_Read	command 620 methods +0x14
00120e50	F	Command_BottomTextHide_Run	command 620 methods +0x1c
00120e88	F	Command_DemoHubMusicFlagOn_Run	command 624 methods +0x1c
00120e98	F	Command_BottomTextDisplay_Run	command 603 methods +0x1c
00120f68	F	Command_BottomTextClear_Run	command 608 methods +0x1c
00120f98	F	Command_PlayMovie_Run	command 634 methods +0x1c
00121168	F	Command_SetFocusToPlayer_Run	command 556 methods +0x1c
00121758	F	Command_DUMMY_586_Read	command 586 methods +0x14
001217e8	F	Command_DUMMY_586_Run	command 586 methods +0x1c
001222c0	F	Command_DUMMY_FuelPayGate_Read	command 550 methods +0x14
001222c8	F	Command_DUMMY_FuelPayGate_Run	command 550 methods +0x1c
001222d0	F	Command_DUMMY_536_Read	command 536 methods +0x14
001222d8	F	Command_DUMMY_536_Run	command 536 methods +0x1c
00122398	F	Command_AddGem_Read	command 537 methods +0x14
00122430	F	Command_CA_PickUpWumpa_Read	command 513 methods +0x14
00122618	F	Command_SetPlayerRespawnPosition_Read	command 516 methods +0x14
001226c8	F	Command_LinkToFocusCharacter_Read	command 561 methods +0x14
00122788	F	Command_UnlinkCharacters_Run	command 562 methods +0x1c
001228d8	F	Command_DismissCharacter_Read	command 605 methods +0x14
00122968	F	Command_DismissCharacter_Run	command 605 methods +0x1c
00122b78	F	Command_DisablePlayerControl_Run	command 613 methods +0x1c
00122ce8	F	Command_PlayerVehicleBounce_Read	command 631 methods +0x14
00122dc8	F	Command_SetCrate_Read	command 518 methods +0x14
00122e58	F	Command_SetCrate_Run	command 518 methods +0x1c
001230e8	F	Command_TriggerAllNitroCrates_Run	command 522 methods +0x1c
001231d0	F	Command_TriggerBalancedCrateFalling_Run	command 519 methods +0x1c
00123be8	F	Command_Shoot_Read	command 548 methods +0x14
00124758	F	Command_SetVehicleRollerbrawl_Run	command 570 methods +0x1c
001248c0	F	Command_SetVehicleWrestleCreature_Run	command 601 methods +0x1c
00124990	F	Command_SetVehicleHumiliskate_Read	command 555 methods +0x14
00124ad8	F	Command_SetVehicleHumiliskate_Run	command 555 methods +0x1c
00124c98	F	Command_SetVehicleHoverboard_Read	command 571 methods +0x14
00124d50	F	Command_SetVehicleHoverboard_Run	command 571 methods +0x1c
00125908	F	Condition_MeFacingPlayer_Check	condition 540 methods +0x14
00125ad8	F	Condition_PlayerFacingMe_Check	condition 541 methods +0x14
00125e78	F	Condition_ClearLineOfSightToPlayer_Check	condition 542 methods +0x14
00125fe8	F	Condition_CanSeePlayer_Check	condition 543 methods +0x14
00126228	F	Condition_PlayerCanSeeMe_Check	condition 544 methods +0x14
00127170	F	Condition_HeightAbovePlayer_Check	condition 552 methods +0x14
00127288	F	Condition_HeadLookingAtPlayer_Check	condition 553 methods +0x14
00127410	F	Condition_HeadCanSeePlayer_Check	condition 554 methods +0x14
00127610	F	Condition_AmIHarmful_Check	condition 568 methods +0x14
00127900	F	Condition_PlayerHeadLookingAtMe_Check	condition 555 methods +0x14
00127a80	F	Condition_PlayerHeadCanSeeMe_Check	condition 556 methods +0x14
00127ca0	F	Condition_CanFall_Check	condition 530 methods +0x14
00127dd0	F	Condition_CanMoveForwards_Check	condition 525 methods +0x14
00127f68	F	Condition_CanMoveBackwards_Check	condition 526 methods +0x14
00128100	F	Condition_CanStrafeLeft_Check	condition 527 methods +0x14
00128298	F	Condition_CanStrafeRight_Check	condition 528 methods +0x14
00128430	F	Condition_MeToPlayerSqrDist_Check	condition 517 methods +0x14
00128568	F	Condition_PlayerToMyFocusSqrDist_Check	condition 538 methods +0x14
00128ed8	F	Command_DUMMY_NowGoForwardCollidable_Read	command 532 methods +0x14
00128f00	F	Command_DUMMY_NowGoForwardCollidable_Run	command 532 methods +0x1c
00128fb0	F	Command_OpenAllLinkedFurniture_Run	command 551 methods +0x1c
00129060	F	Command_CloseAllLinkedFurniture_Run	command 552 methods +0x1c
00129110	F	Command_AttachAllLinkedAgents_Read	command 553 methods +0x14
001291c0	F	Command_AttachAllLinkedAgents_Run	command 553 methods +0x1c
00129240	F	Command_DetachAllLinkedAgents_Run	command 554 methods +0x1c
00129548	F	Command_Shoot_Run	command 548 methods +0x1c
001295f8	F	Command_SetVehicleWrestleCreature_Read	command 601 methods +0x14
00129710	F	Command_SetVehicleRollerbrawl_Read	command 570 methods +0x14
001297c0	F	Command_ExitVehicleMode_Read	command 569 methods +0x14
00129850	F	Command_ExitVehicleMode_Run	command 569 methods +0x1c
00129d08	F	Command_AddAmmo_Run	command 636 methods +0x1c
00129e00	F	Command_AddAmmo_Read	command 636 methods +0x14
00129ec0	F	Condition_AgentIsOnGround_Read	condition 518 methods +0xc
00129f20	F	Condition_AgentWasTouched_Read	condition 520 methods +0xc
00129f50	F	Condition_AgentWasWalkedInto_Read	condition 536 methods +0xc
00129f80	F	Condition_AgentWasAttacked_Read	condition 534 methods +0xc
00129fb0	F	Condition_AgentWasSpun_Read	condition 521 methods +0xc
00129fe0	F	Condition_AgentWasKneeDropped_Read	condition 522 methods +0xc
0012a010	F	Condition_AgentWasSlid_Read	condition 523 methods +0xc
0012a040	F	Condition_WillHitWall_Read	condition 532 methods +0xc
